systolic_mmhg,diastolic_mmhg,map_mmhg,respiration_bpm,r1_pi_value,r2_pi_value,r3_pr_bpm_value,r3_pi_value,r1_events,r2_events,r3_events
86,60,72,14,0.57,2.6,103.0,0.81,,,
86,60,72,14,0.57,2.6,103.0,0.81,,,
86,60,72,14,0.57,2.6,102.0,0.81,,,
85,60,71,14,0.58,2.6,102.0,0.82,,,
85,60,71,14,0.58,2.7,101.0,0.82,,,
85,60,71,14,0.59,2.7,101.0,0.83,,,
87,61,73,14,0.59,2.8,101.0,0.83,,,
86,61,72,14,0.6,2.8,101.0,0.84,,,
87,61,73,14,0.6,2.8,101.0,0.85,,,
88,62,74,14,0.61,2.8,101.0,0.85,,,
88,61,73,14,0.61,2.8,102.0,0.85,,,
90,62,75,13,0.61,2.9,103.0,0.86,,,
90,63,75,13,0.61,2.9,103.0,0.86,,,
91,63,76,13,0.61,2.9,105.0,0.86,,,
92,63,76,13,0.61,2.9,107.0,0.86,,,
92,64,77,13,0.61,2.9,107.0,0.86,,,
92,64,77,13,0.61,2.8,108.0,0.86,,,
92,64,77,13,0.61,2.8,110.0,0.85,,,
92,64,77,13,0.6,2.8,110.0,0.85,,,
92,63,76,13,0.59,2.7,111.0,0.84,,,
91,63,76,13,0.59,2.7,112.0,0.82,,,
91,63,76,13,0.58,2.7,112.0,0.81,,,
91,63,76,13,0.57,2.6,113.0,0.8,,,
91,63,76,13,0.56,2.5,113.0,0.78,,,
92,64,77,13,0.55,2.5,113.0,0.77,,,
92,63,76,13,0.54,2.4,112.0,0.76,,,
92,64,77,13,0.54,2.4,112.0,0.75,,,
93,64,78,13,0.54,2.4,111.0,0.74,,,
94,65,79,13,0.53,2.3,110.0,0.73,,,
95,65,79,13,0.53,2.3,109.0,0.73,,,
94,65,79,13,0.53,2.3,108.0,0.72,,,
94,65,79,13,0.53,2.3,107.0,0.72,,,
94,65,79,13,0.53,2.3,107.0,0.72,,,
97,66,81,13,0.53,2.3,107.0,0.71,,,
97,66,80,13,0.53,2.3,108.0,0.71,,,
97,66,80,13,0.53,2.3,108.0,0.71,,,
99,67,82,13,0.53,2.3,109.0,0.7,,,
92,64,77,13,0.53,2.3,109.0,0.7,,,
93,64,78,13,0.53,2.3,110.0,0.69,,,
97,66,80,13,0.52,2.3,111.0,0.68,,,
95,65,79,13,0.52,2.3,112.0,0.67,,,
95,65,79,13,0.52,2.3,112.0,0.67,,,
95,65,79,13,0.51,2.2,113.0,0.65,,,
94,64,78,13,0.5,2.2,113.0,0.64,,,
94,64,78,13,0.5,2.2,113.0,0.63,,,
94,64,78,13,0.49,2.1,113.0,0.61,,,
91,64,76,13,0.49,2.1,113.0,0.6,,,
90,63,76,13,0.48,2.0,113.0,0.59,,,
90,63,76,13,0.48,2.0,113.0,0.58,,,
90,63,76,13,0.47,2.0,112.0,0.57,,,
91,63,76,13,0.47,1.9,112.0,0.56,,,
91,63,76,13,0.47,1.9,111.0,0.55,,,
93,64,75,13,0.47,1.9,110.0,0.54,,,
94,64,78,13,0.46,1.9,109.0,0.54,,,
92,63,77,13,0.46,1.9,108.0,0.53,,,
90,62,75,13,0.46,1.9,107.0,0.52,,,
91,63,76,13,0.46,1.9,106.0,0.52,,,
97,65,79,13,0.46,1.9,105.0,0.52,,,
98,67,81,13,0.46,1.9,104.0,0.52,,,
98,66,81,13,0.46,1.9,104.0,0.52,,,
97,66,80,13,0.46,1.9,102.0,0.52,,,
97,66,80,13,0.47,2.0,102.0,0.52,,,
97,66,80,13,0.47,2.0,101.0,0.52,,,
97,66,80,14,0.47,2.0,101.0,0.52,,,
98,66,81,14,0.47,2.0,100.0,0.52,,,
98,66,81,14,0.47,2.1,99.0,0.52,,,
98,66,81,14,0.47,2.1,99.0,0.52,,,
98,66,81,13,0.47,2.1,98.0,0.52,,,
98,66,81,13,0.48,2.1,98.0,0.52,,,
98,66,81,13,0.48,2.2,97.0,0.52,,,
95,65,79,13,0.48,2.2,97.0,0.52,,,
94,65,79,13,0.48,2.2,96.0,0.52,,,
95,65,79,13,0.49,2.3,96.0,0.52,,,
95,65,79,13,0.49,2.3,96.0,0.52,,,
95,65,79,13,0.49,2.3,96.0,0.52,,,
95,65,79,13,0.49,2.4,96.0,0.52,,,
95,65,79,14,0.5,2.4,96.0,0.51,,,
95,65,79,14,0.5,2.4,96.0,0.51,,,
95,65,79,14,0.5,2.4,97.0,0.51,,,
94,65,79,14,0.5,2.4,97.0,0.51,,,
94,65,79,14,0.5,2.4,97.0,0.51,,,
94,65,79,14,0.5,2.4,98.0,0.51,,,
93,64,78,14,0.5,2.4,98.0,0.51,,,
93,64,78,14,0.5,2.4,98.0,0.51,,,
93,64,78,14,0.5,2.4,98.0,0.5,,,
93,64,78,14,0.5,2.4,98.0,0.5,,,
93,64,78,14,0.5,2.4,98.0,0.5,,,
92,64,77,14,0.5,2.4,98.0,0.5,,,
94,64,78,14,0.5,2.3,98.0,0.5,,,
94,64,78,14,0.5,2.3,98.0,0.5,,,
94,65,79,14,0.5,2.3,98.0,0.5,,,
94,64,78,14,0.5,2.3,98.0,0.5,,,
94,64,78,13,0.5,2.3,98.0,0.5,,,
94,64,78,13,0.5,2.4,99.0,0.5,,,
94,65,79,13,0.51,2.4,100.0,0.5,,,
94,64,78,13,0.51,2.4,101.0,0.49,,,
94,65,78,14,0.51,2.5,101.0,0.49,,,
94,65,78,14,0.51,2.5,101.0,0.49,,,
94,64,78,14,0.51,2.5,102.0,0.49,,,
93,64,77,14,0.52,2.5,101.0,0.49,,,
92,64,77,14,0.52,2.5,101.0,0.49,,,
92,64,77,14,0.52,2.6,101.0,0.49,,,
93,64,77,14,0.52,2.6,102.0,0.49,,,
94,64,78,14,0.52,2.6,103.0,0.49,,,
94,65,78,14,0.52,2.6,103.0,0.49,,,
95,65,79,14,0.52,2.6,104.0,0.49,,,
95,65,78,14,0.52,2.6,105.0,0.49,,,
96,65,79,14,0.52,2.5,105.0,0.48,,,
96,65,79,14,0.52,2.5,106.0,0.48,,,
96,65,79,14,0.52,2.5,107.0,0.48,,,
96,65,79,14,0.51,2.4,107.0,0.48,,,
94,64,78,14,0.51,2.4,107.0,0.48,,,
91,63,76,14,0.51,2.4,108.0,0.48,,,
91,63,76,13,0.5,2.3,109.0,0.47,,,
83,59,70,13,0.5,2.3,109.0,0.47,,,
92,64,76,13,0.49,2.2,109.0,0.46,,,
92,63,76,13,0.49,2.2,109.0,0.46,,,
91,63,76,13,0.49,2.2,107.0,0.45,,,
89,62,75,13,0.49,2.2,106.0,0.45,,,
88,62,75,13,0.49,2.2,105.0,0.45,,,
89,62,75,13,0.49,2.2,105.0,0.45,,,
91,63,77,13,0.49,2.2,104.0,0.45,,,
94,64,78,13,0.49,2.2,104.0,0.45,,,
94,64,78,13,0.5,2.3,105.0,0.45,,,
92,64,77,13,0.5,2.3,105.0,0.45,,,
92,64,77,13,0.5,2.3,106.0,0.45,,,
93,64,77,13,0.5,2.3,106.0,0.45,,,
95,65,79,13,0.51,2.3,107.0,0.45,,,
95,65,79,13,0.51,2.3,107.0,0.45,,,
93,64,78,13,0.51,2.3,107.0,0.45,,,
93,64,78,13,0.51,2.3,108.0,0.45,,,
94,64,78,13,0.51,2.3,107.0,0.45,,,
93,64,78,13,0.51,2.3,107.0,0.45,,,
100,63,82,13,0.51,2.3,106.0,0.45,,,
93,64,77,13,0.51,2.3,106.0,0.45,,,
90,63,75,13,0.51,2.3,106.0,0.45,,,
90,63,75,13,0.51,2.3,106.0,0.45,,,
90,63,75,13,0.51,2.3,106.0,0.45,,,
93,64,77,13,0.51,2.3,105.0,0.45,,,
92,63,76,13,0.51,2.3,106.0,0.45,,,
89,62,74,13,0.51,2.3,106.0,0.45,,,
89,62,74,13,0.51,2.3,106.0,0.45,,,
91,63,76,13,0.51,2.3,106.0,0.45,,,
99,64,77,13,0.51,2.3,107.0,0.45,,,
93,64,77,13,0.51,2.3,107.0,0.45,,,
93,64,77,13,0.51,2.3,108.0,0.45,,,
93,65,79,13,0.51,2.3,109.0,0.45,,,
94,64,78,13,0.51,2.3,110.0,0.45,,,
95,65,79,13,0.51,2.3,110.0,0.45,,,
96,66,80,13,0.51,2.2,110.0,0.45,,,
95,65,79,13,0.51,2.2,111.0,0.45,,,
95,65,79,13,0.5,2.2,111.0,0.45,,,
95,65,79,13,0.5,2.1,111.0,0.44,,,
96,66,80,13,0.49,2.1,111.0,0.44,,,
96,66,80,13,0.49,2.1,111.0,0.44,,,
99,67,82,13,0.49,2.0,111.0,0.43,,,
99,67,82,13,0.48,2.0,111.0,0.43,,,
99,67,82,13,0.48,2.0,111.0,0.43,,,
98,67,80,13,0.48,2.0,113.0,0.43,,,
90,62,75,13,0.48,2.0,113.0,0.43,,,
94,65,78,13,0.48,2.0,113.0,0.43,,,
90,63,75,13,0.48,1.9,113.0,0.43,,,
92,63,76,13,0.48,1.9,114.0,0.43,,,
92,63,76,13,0.48,1.9,113.0,0.43,,,
89,62,74,13,0.48,1.9,113.0,0.43,,,
89,62,74,14,0.48,1.9,113.0,0.43,,,
89,62,74,14,0.48,1.9,113.0,0.43,,,
93,64,77,14,0.48,1.9,113.0,0.43,,,
93,64,77,14,0.48,1.9,112.0,0.43,,,
98,67,82,14,0.48,1.9,112.0,0.43,,,
94,65,79,14,0.48,1.9,112.0,0.43,,,
94,65,79,14,0.47,1.9,111.0,0.43,,,
94,65,78,14,0.47,1.9,111.0,0.43,,,
95,65,79,14,0.47,1.9,111.0,0.43,,,
95,65,79,14,0.47,1.8,110.0,0.43,,,
96,65,80,14,0.47,1.8,110.0,0.43,,,
93,64,77,13,0.47,1.8,111.0,0.43,,,
93,64,77,13,0.47,1.8,111.0,0.42,,,
93,64,77,13,0.46,1.8,110.0,0.42,,,
95,65,79,13,0.46,1.8,110.0,0.42,,,
95,65,79,13,0.46,1.8,109.0,0.42,,,
93,64,77,13,0.46,1.8,108.0,0.41,,,
93,64,77,13,0.46,1.8,108.0,0.41,,,
93,64,77,13,0.46,1.8,106.0,0.41,,,
92,64,77,13,0.46,1.8,107.0,0.41,,,
91,63,76,13,0.45,1.9,106.0,0.41,,,
90,63,75,13,0.45,1.9,107.0,0.41,,,
90,63,75,13,0.45,1.9,107.0,0.41,,,
90,62,75,13,0.45,1.9,107.0,0.41,,,
90,62,75,13,0.45,1.9,106.0,0.41,,,
90,62,74,13,0.45,1.9,105.0,0.41,,,
97,66,79,13,0.44,1.9,107.0,0.41,,,
99,67,81,13,0.44,1.9,107.0,0.41,,,
97,66,79,13,0.44,1.9,107.0,0.41,,,
98,66,81,13,0.44,1.8,108.0,0.41,,,
96,66,80,13,0.43,1.8,108.0,0.41,,,
96,65,79,13,0.43,1.8,108.0,0.4,,,
96,65,79,13,0.43,1.8,107.0,0.4,,,
96,66,80,14,0.43,1.8,107.0,0.4,,,
96,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.39,,,
95,65,79,14,0.43,1.8,107.0,0.39,,,
95,65,79,14,0.43,1.8,107.0,0.39,,,
96,66,80,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.8,107.0,0.4,,,
95,65,79,14,0.43,1.9,108.0,0.4,,,
95,65,79,14,0.43,1.9,109.0,0.4,,,
90,62,75,14,0.43,1.9,108.0,0.4,,,
88,62,74,14,0.43,1.9,109.0,0.4,,,
88,62,73,14,0.43,1.9,109.0,0.4,,,
88,61,73,19,0.43,1.8,109.0,0.4,,,
88,61,73,19,0.43,1.8,110.0,0.4,,,
88,61,73,19,0.43,1.8,110.0,0.4,,,
88,62,74,19,0.43,1.8,111.0,0.4,,,
90,63,75,19,0.43,1.8,111.0,0.4,,,
91,63,76,19,0.43,1.8,112.0,0.4,,,
90,63,75,19,0.42,1.8,112.0,0.4,,,
92,63,76,14,0.42,1.8,113.0,0.4,,,
93,64,77,13,0.42,1.8,113.0,0.39,,,
93,64,77,13,0.42,1.7,112.0,0.39,,,
93,64,77,13,0.42,1.7,112.0,0.39,,,
93,64,77,13,0.41,1.7,112.0,0.39,,,
94,64,78,13,0.41,1.6,112.0,0.38,,,
94,65,78,13,0.41,1.6,112.0,0.38,,,
90,64,77,13,0.41,1.6,111.0,0.37,,,
91,63,76,13,0.4,1.5,111.0,0.37,,,
91,63,76,13,0.4,1.5,111.0,0.36,,,
90,63,75,13,0.4,1.5,111.0,0.36,,,
90,63,75,13,0.4,1.5,111.0,0.35,,,
91,63,76,13,0.39,1.5,111.0,0.35,,,
92,64,77,13,0.39,1.5,111.0,0.35,,,
92,64,77,13,0.39,1.5,111.0,0.35,,,
91,63,76,13,0.39,1.5,111.0,0.35,,,
91,63,76,13,0.39,1.5,110.0,0.35,,,
91,63,76,13,0.39,1.5,110.0,0.35,,,
91,63,76,13,0.39,1.5,110.0,0.35,,,
92,63,76,13,0.39,1.5,110.0,0.35,,,
93,64,77,13,0.39,1.5,109.0,0.35,,,
92,64,77,13,0.39,1.5,110.0,0.35,,,
92,64,77,13,0.39,1.5,110.0,0.35,,,
92,63,76,13,0.39,1.5,109.0,0.35,,,
92,64,77,13,0.39,1.5,109.0,0.35,,,
92,63,76,13,0.39,1.5,108.0,0.35,,,
92,63,76,13,0.39,1.5,108.0,0.35,,,
92,63,76,13,0.39,1.5,107.0,0.35,,,
91,63,76,13,0.39,1.5,108.0,0.35,,,
91,63,76,13,0.38,1.5,108.0,0.35,,,
91,63,76,13,0.38,1.5,108.0,0.35,,,
91,63,76,13,0.38,1.5,108.0,0.35,,,
91,63,76,13,0.38,1.5,107.0,0.35,,,
92,63,76,13,0.38,1.5,107.0,0.34,,,
92,63,76,13,0.38,1.5,107.0,0.34,,,
93,64,77,13,0.37,1.5,106.0,0.34,,,
90,63,76,13,0.37,1.5,105.0,0.34,,,
89,62,74,13,0.37,1.5,105.0,0.34,,,
89,62,74,13,0.36,1.4,105.0,0.34,,,
89,62,74,13,0.36,1.4,107.0,0.34,,,
90,62,75,13,0.36,1.4,107.0,0.34,,,
90,62,75,13,0.36,1.4,107.0,0.34,,,
90,62,75,13,0.36,1.4,107.0,0.34,,,
89,62,74,13,0.36,1.4,107.0,0.34,,,
89,62,74,13,0.36,1.4,107.0,0.34,,,
90,63,75,13,0.36,1.4,107.0,0.34,,,
91,63,76,13,0.36,1.4,105.0,0.34,,,
91,63,76,13,0.36,1.4,105.0,0.34,,,
95,65,79,13,0.36,1.4,104.0,0.34,,,
95,65,79,13,0.36,1.4,104.0,0.34,,,
95,65,79,13,0.36,1.4,104.0,0.34,,,
95,65,79,13,0.36,1.4,104.0,0.34,,,
96,66,80,14,0.36,1.4,104.0,0.34,,,
95,65,79,14,0.36,1.4,103.0,0.34,,,
96,66,80,14,0.36,1.4,103.0,0.34,,,
95,65,79,14,0.36,1.4,103.0,0.34,,,
95,65,79,14,0.36,1.5,102.0,0.34,,,
95,65,79,14,0.36,1.5,102.0,0.35,,,
96,65,79,14,0.36,1.5,102.0,0.35,,,
94,65,79,14,0.37,1.5,102.0,0.35,,,
93,64,78,14,0.37,1.6,102.0,0.35,,,
91,63,76,14,0.37,1.7,102.0,0.35,,,
89,62,75,14,0.37,1.7,102.0,0.36,,,
89,62,75,14,0.37,1.7,101.0,0.36,,,
88,62,74,14,0.38,1.8,101.0,0.36,,,
89,62,75,14,0.38,1.8,101.0,0.36,,,
90,62,75,13,0.38,1.9,101.0,0.36,,,
90,63,75,13,0.39,1.9,101.0,0.36,,,
91,63,76,13,0.39,1.9,100.0,0.36,,,
91,63,76,13,0.39,2.0,100.0,0.36,,,
91,63,76,13,0.4,2.0,100.0,0.37,,,
89,62,74,13,0.4,2.0,100.0,0.37,,,
91,63,76,13,0.41,2.0,100.0,0.37,,,
90,62,75,13,0.41,2.0,100.0,0.37,,,
89,62,74,13,0.41,2.1,100.0,0.37,,,
88,61,73,13,0.41,2.1,100.0,0.38,,,
88,61,73,13,0.42,2.1,99.0,0.38,,,
88,61,73,13,0.42,2.1,100.0,0.38,,,
88,61,73,13,0.42,2.1,99.0,0.38,,,
88,61,73,13,0.42,2.1,99.0,0.39,,,
87,61,73,13,0.43,2.2,99.0,0.39,,,
86,61,73,13,0.43,2.2,99.0,0.39,,,
87,61,73,13,0.43,2.2,99.0,0.39,,,
85,61,71,13,0.44,2.2,99.0,0.39,,,
85,60,71,13,0.45,2.2,99.0,0.39,,,
87,61,73,13,0.45,2.2,99.0,0.39,,,
88,62,74,13,0.46,2.2,99.0,0.4,,,
88,61,73,13,0.47,2.3,99.0,0.4,,,
87,61,73,13,0.47,2.3,99.0,0.4,,,
88,61,73,13,0.48,2.3,99.0,0.4,,,
88,61,73,13,0.48,2.3,99.0,0.4,,,
88,61,73,13,0.48,2.4,99.0,0.4,,,
88,61,73,13,0.49,2.4,100.0,0.41,,,
88,61,73,13,0.49,2.4,100.0,0.41,,,
89,62,74,13,0.49,2.4,100.0,0.41,,,
88,62,74,13,0.5,2.4,101.0,0.42,,,
88,62,74,13,0.5,2.4,101.0,0.42,,,
87,61,73,13,0.5,2.4,101.0,0.42,,,
87,61,73,13,0.5,2.4,101.0,0.42,,,
87,61,73,13,0.5,2.4,101.0,0.42,,,
87,61,73,13,0.49,2.4,102.0,0.42,,,
88,61,73,13,0.49,2.4,101.0,0.43,,,
88,61,73,13,0.5,2.4,101.0,0.43,,,
87,61,73,13,0.5,2.4,101.0,0.43,,,
87,61,73,13,0.5,2.4,100.0,0.43,,,
87,61,73,13,0.5,2.4,99.0,0.43,,,
85,60,71,13,0.5,2.4,99.0,0.43,,,
84,59,70,13,0.5,2.4,98.0,0.44,,,
83,59,70,13,0.51,2.5,98.0,0.44,,,
82,58,69,13,0.52,2.6,98.0,0.44,,,
84,59,70,13,0.54,2.7,99.0,0.44,,,
81,58,68,13,0.55,2.7,99.0,0.44,,,
81,58,68,13,0.56,2.8,99.0,0.45,,,
81,58,68,13,0.58,2.9,100.0,0.45,,,
81,58,68,13,0.59,3.0,100.0,0.45,,,
81,58,68,13,0.61,3.0,101.0,0.45,,,
83,59,70,13,0.61,3.0,103.0,0.45,,,
83,59,70,13,0.61,3.0,104.0,0.45,,,
85,60,72,13,0.61,3.0,105.0,0.45,,,
85,60,71,13,0.61,3.0,105.0,0.45,,,
85,60,71,13,0.61,3.0,105.0,0.45,,,
85,60,71,13,0.6,2.9,104.0,0.45,,,
86,61,72,13,0.59,2.9,103.0,0.44,,,
88,62,74,13,0.59,2.9,102.0,0.44,,,
82,58,69,14,0.59,2.8,101.0,0.45,,,
82,59,70,14,0.59,2.8,101.0,0.45,,,
82,59,70,14,0.59,2.8,101.0,0.45,,,
83,59,70,14,0.59,2.8,100.0,0.45,,,
83,59,70,14,0.59,2.8,100.0,0.45,,,
85,60,71,14,0.59,2.8,100.0,0.45,,,
85,60,71,14,0.6,2.9,100.0,0.46,,,
85,60,71,14,0.6,2.9,100.0,0.47,,,
85,60,71,14,0.61,3.0,100.0,0.47,,,
84,60,71,14,0.63,3.1,100.0,0.48,,,
84,60,71,14,0.64,3.1,100.0,0.49,,,
84,59,70,14,0.64,3.2,100.0,0.49,,,
83,59,70,14,0.64,3.2,100.0,0.49,,,
83,59,70,14,0.64,3.2,101.0,0.49,,,
83,59,70,14,0.64,3.2,101.0,0.5,,,
83,59,70,14,0.64,3.2,102.0,0.5,,,
87,61,73,13,0.64,3.2,102.0,0.5,,,
86,61,73,13,0.64,3.2,102.0,0.5,,,
86,61,73,13,0.63,3.1,103.0,0.5,,,
86,61,73,13,0.63,3.1,103.0,0.5,,,
86,60,72,13,0.62,3.1,103.0,0.5,,,
85,60,72,13,0.62,3.0,103.0,0.5,,,
85,60,72,13,0.62,3.0,103.0,0.5,,,
87,61,73,13,0.62,3.0,103.0,0.5,,,
86,61,73,13,0.62,3.0,103.0,0.5,,,
87,61,73,13,0.62,3.0,103.0,0.5,,,
86,61,73,13,0.62,3.0,102.0,0.5,,,
85,60,71,13,0.62,3.0,103.0,0.5,,,
85,60,71,13,0.62,3.0,103.0,0.5,,,
85,60,71,13,0.62,3.0,102.0,0.5,,,
85,60,71,13,0.62,3.0,102.0,0.5,,,
85,60,72,13,0.63,3.1,102.0,0.5,,,
85,60,72,13,0.63,3.1,102.0,0.5,,,
84,59,71,13,0.63,3.1,102.0,0.5,,,
85,60,72,13,0.64,3.1,103.0,0.51,,,
86,61,73,13,0.64,3.1,103.0,0.51,,,
86,60,72,13,0.64,3.1,104.0,0.51,,,
84,60,71,13,0.64,3.1,104.0,0.52,,,
84,60,71,13,0.64,3.0,105.0,0.52,,,
85,60,72,13,0.64,3.0,107.0,0.52,,,
84,59,71,13,0.63,3.0,107.0,0.52,,,
83,59,70,13,0.63,2.9,109.0,0.52,,,
84,60,71,13,0.63,2.9,110.0,0.52,,,
81,58,69,14,0.62,2.8,111.0,0.52,,,
80,57,68,13,0.62,2.8,112.0,0.52,,,
81,58,69,13,0.61,2.8,113.0,0.52,,,
81,58,69,13,0.6,2.7,113.0,0.52,,,
79,57,67,13,0.6,2.6,114.0,0.51,,,
79,57,67,13,0.59,2.6,113.0,0.51,,,
79,57,67,13,0.58,2.6,113.0,0.5,,,
79,57,67,13,0.58,2.5,112.0,0.5,,,
79,57,67,13,0.58,2.5,111.0,0.49,,,
79,57,67,13,0.57,2.5,111.0,0.49,,,
79,57,67,13,0.57,2.4,111.0,0.49,,,
79,57,67,13,0.56,2.4,111.0,0.48,,,
79,57,67,13,0.56,2.4,112.0,0.48,,,
80,57,67,13,0.56,2.4,112.0,0.48,,,
80,58,68,13,0.55,2.3,112.0,0.48,,,
80,58,68,13,0.55,2.3,112.0,0.47,,,
80,58,68,13,0.55,2.3,113.0,0.47,,,
81,58,68,14,0.54,2.3,113.0,0.47,,,
81,58,68,14,0.54,2.2,113.0,0.46,,,
81,58,68,14,0.54,2.2,113.0,0.46,,,
81,58,68,13,0.54,2.2,115.0,0.46,,,
81,58,68,13,0.53,2.2,116.0,0.45,,,
81,58,68,13,0.53,2.1,116.0,0.45,,,
80,58,68,13,0.53,2.1,116.0,0.45,,,
80,58,68,13,0.53,2.1,114.0,0.44,,,
80,57,67,13,0.52,2.1,114.0,0.44,,,
78,57,66,13,0.52,2.0,114.0,0.44,,,
79,57,67,13,0.52,2.0,114.0,0.43,,,
79,57,67,13,0.52,2.0,113.0,0.43,,,
76,56,65,13,0.51,2.0,112.0,0.43,,,
80,57,67,13,0.51,2.0,111.0,0.43,,,
80,57,67,13,0.51,2.0,110.0,0.43,,,
80,57,67,13,0.5,2.0,109.0,0.43,,,
80,57,67,13,0.5,2.0,108.0,0.43,,,
82,58,69,13,0.5,2.0,107.0,0.43,,,
80,58,68,13,0.5,2.0,107.0,0.43,,,
81,58,68,13,0.5,2.0,105.0,0.43,,,
79,57,67,13,0.5,2.0,105.0,0.43,,,
79,57,67,13,0.5,2.0,104.0,0.43,,,
79,57,67,13,0.5,2.0,104.0,0.44,,,
79,57,67,13,0.5,2.0,105.0,0.44,,,
78,57,66,13,0.5,2.0,107.0,0.44,,,
78,56,66,13,0.5,2.0,107.0,0.44,,,
78,57,66,13,0.5,2.0,110.0,0.44,,,
78,57,66,13,0.5,2.0,110.0,0.44,,,
79,57,67,13,0.5,2.0,111.0,0.44,,,
79,57,67,13,0.49,2.0,111.0,0.44,,,
78,57,66,13,0.49,2.0,111.0,0.44,,,
78,56,65,13,0.49,2.0,108.0,0.44,,,
78,57,66,13,0.48,2.0,108.0,0.44,,,
76,55,64,13,0.48,2.0,108.0,0.44,,,
77,56,65,13,0.48,1.9,108.0,0.44,,,
77,56,65,13,0.47,1.9,107.0,0.45,,,
77,56,65,13,0.47,1.9,107.0,0.45,,,
76,56,64,13,0.47,1.9,106.0,0.45,,,
77,56,65,13,0.47,1.9,105.0,0.45,,,
75,55,64,13,0.47,1.9,105.0,0.45,,,
75,55,63,13,0.47,1.9,105.0,0.45,,,
78,57,66,13,0.47,1.9,105.0,0.45,,,
77,56,65,13,0.48,2.0,105.0,0.45,,,
76,56,65,13,0.48,2.0,105.0,0.45,,,
76,56,65,13,0.48,2.0,105.0,0.46,,,
74,55,63,13,0.48,2.0,105.0,0.46,,,
75,55,63,13,0.48,2.0,105.0,0.46,,,
75,55,63,13,0.48,2.0,105.0,0.46,,,
76,55,64,13,0.48,2.0,105.0,0.46,,,
75,55,63,13,0.48,2.0,105.0,0.46,,,
76,55,64,13,0.49,2.0,104.0,0.47,,,
76,55,64,13,0.49,2.0,104.0,0.47,,,
75,55,63,13,0.49,2.0,103.0,0.47,,,
76,56,64,13,0.49,2.0,103.0,0.48,,,
74,55,63,13,0.49,2.0,102.0,0.48,,,
75,55,63,13,0.49,2.0,101.0,0.48,,,
75,55,63,14,0.49,2.1,101.0,0.48,,,
75,55,63,14,0.49,2.1,100.0,0.49,,,
76,55,64,14,0.5,2.1,100.0,0.49,,,
76,55,64,14,0.5,2.2,100.0,0.5,,,
76,56,64,14,0.51,2.3,100.0,0.5,,,
78,57,66,14,0.52,2.3,100.0,0.51,,,
74,54,62,14,0.52,2.4,101.0,0.51,,,
74,54,62,14,0.53,2.5,101.0,0.52,,,
75,55,63,14,0.54,2.5,102.0,0.53,,,
76,56,64,13,0.54,2.5,102.0,0.53,,,
77,56,65,13,0.55,2.5,102.0,0.53,,,
77,56,65,13,0.55,2.5,103.0,0.54,,,
76,56,65,13,0.55,2.5,103.0,0.54,,,
75,55,64,13,0.55,2.5,103.0,0.54,,,
75,55,64,13,0.55,2.5,103.0,0.55,,,
75,55,64,13,0.55,2.5,103.0,0.55,,,
76,56,65,13,0.55,2.4,103.0,0.55,,,
77,56,65,13,0.55,2.4,103.0,0.56,,,
78,56,65,13,0.55,2.4,104.0,0.56,,,
78,56,65,13,0.55,2.4,104.0,0.56,,,
78,57,66,13,0.55,2.5,104.0,0.56,,,
78,56,65,13,0.56,2.5,103.0,0.56,,,
78,56,65,13,0.56,2.5,103.0,0.56,,,
78,56,65,13,0.57,2.6,102.0,0.57,,,
78,56,65,13,0.58,2.6,102.0,0.57,,,
78,56,66,13,0.58,2.6,101.0,0.57,,,
78,56,66,13,0.59,2.6,101.0,0.57,,,
73,54,62,13,0.59,2.7,101.0,0.57,,,
73,54,62,13,0.6,2.7,100.0,0.58,,,
73,54,62,13,0.61,2.7,101.0,0.59,,,
73,54,62,13,0.61,2.7,101.0,0.59,,,
73,54,62,13,0.61,2.8,102.0,0.6,,,
73,54,62,13,0.61,2.8,103.0,0.6,,,
73,55,62,13,0.61,2.8,103.0,0.61,,,
75,55,64,13,0.61,2.8,104.0,0.61,,,
76,55,64,13,0.61,2.8,105.0,0.61,,,
78,56,66,13,0.61,2.8,105.0,0.61,,,
77,56,65,13,0.61,2.8,104.0,0.61,,,
77,56,65,13,0.6,2.8,104.0,0.61,,,
77,56,65,13,0.6,2.8,104.0,0.61,,,
78,56,66,13,0.6,2.7,104.0,0.62,,,
77,56,66,13,0.6,2.7,105.0,0.62,,,
77,56,65,14,0.59,2.7,105.0,0.62,,,
77,56,65,14,0.59,2.7,105.0,0.62,,,
78,56,66,14,0.58,2.6,105.0,0.62,,,
78,57,66,14,0.58,2.6,104.0,0.62,,,
78,56,66,14,0.58,2.6,104.0,0.64,,,
77,56,65,14,0.58,2.6,104.0,0.66,,,
77,56,65,14,0.58,2.6,103.0,0.67,,,
77,56,65,14,0.58,2.6,103.0,0.69,,,
77,56,65,14,0.59,2.6,103.0,0.72,,,
79,57,67,14,0.59,2.6,104.0,0.73,,,
78,57,66,14,0.59,2.7,104.0,0.75,,,
77,56,65,14,0.6,2.7,104.0,0.77,,,
