systolic_mmhg,diastolic_mmhg,map_mmhg,respiration_bpm,r1_pi_value,r2_pi_value,r3_pr_bpm_value,r3_pi_value,r1_events,r2_events,r3_events
74,54,62,13,0.61,3.6,114.0,1.3,,,
74,54,62,13,0.61,3.6,114.0,1.3,,,
73,54,62,13,0.61,3.6,114.0,1.3,,,
72,54,61,14,0.61,3.6,114.0,1.3,,,
76,55,63,14,0.61,3.6,114.0,1.3,,,
74,55,63,14,0.61,3.6,115.0,1.3,,,
74,55,62,14,0.61,3.6,115.0,1.3,,,
74,55,63,14,0.61,3.6,115.0,1.3,,,
75,55,63,14,0.61,3.6,114.0,1.3,,,
76,55,63,14,0.61,3.6,114.0,1.3,,,
75,55,63,13,0.61,3.6,114.0,1.3,,,
74,54,62,13,0.61,3.6,114.0,1.3,,,
74,54,62,13,0.61,3.6,113.0,1.3,,,
74,54,62,13,0.61,3.6,113.0,1.3,,,
72,54,61,13,0.61,3.6,113.0,1.3,,,
72,54,61,13,0.61,3.6,113.0,1.3,,,
72,54,61,13,0.61,3.6,113.0,1.3,,,
74,54,62,13,0.61,3.6,113.0,1.3,,,
74,55,62,13,0.61,3.6,113.0,1.3,,,
74,55,62,13,0.61,3.6,113.0,1.3,,,
76,56,64,13,0.61,3.6,113.0,1.3,,,
76,56,64,13,0.61,3.6,113.0,1.3,,,
75,55,63,13,0.61,3.6,113.0,1.3,,,
74,54,62,13,0.62,3.6,113.0,1.3,,,
73,54,62,13,0.62,3.6,113.0,1.3,,,
74,54,62,13,0.62,3.6,113.0,1.3,,,
74,54,62,13,0.62,3.6,113.0,1.3,,,
75,55,63,13,0.62,3.6,113.0,1.3,,,
75,55,63,13,0.62,3.6,113.0,1.3,,,
76,55,64,13,0.62,3.6,112.0,1.3,,,
76,55,64,13,0.62,3.6,112.0,1.3,,,
76,56,64,13,0.62,3.6,112.0,1.3,,,
77,56,65,13,0.62,3.6,112.0,1.3,,,
77,56,65,13,0.62,3.6,112.0,1.3,,,
77,56,65,13,0.62,3.6,112.0,1.3,,,
76,55,64,13,0.62,3.6,112.0,1.3,,,
77,56,65,13,0.62,3.6,112.0,1.3,,,
71,53,60,14,0.62,3.6,112.0,1.3,,,
72,53,60,14,0.62,3.6,112.0,1.3,,,
73,54,61,14,0.62,3.6,112.0,1.3,,,
73,54,61,14,0.62,3.6,112.0,1.3,,,
71,53,60,14,0.62,3.6,112.0,1.3,,,
71,53,60,13,0.62,3.6,112.0,1.3,,,
71,53,60,13,0.62,3.6,112.0,1.3,,,
71,53,60,13,0.63,3.6,113.0,1.3,,,
70,53,60,13,0.63,3.6,113.0,1.3,,,
72,54,61,13,0.63,3.6,114.0,1.3,,,
72,54,61,13,0.63,3.6,113.0,1.3,,,
72,54,61,13,0.63,3.5,114.0,1.3,,,
72,54,61,13,0.63,3.5,112.0,1.3,,,
72,53,60,13,0.63,3.5,113.0,1.3,,,
72,53,60,13,0.63,3.5,113.0,1.3,,,
72,53,60,13,0.63,3.5,113.0,1.3,,,
72,54,61,13,0.64,3.5,113.0,1.3,,,
72,54,61,13,0.64,3.5,113.0,1.3,,,
73,54,61,13,0.64,3.5,112.0,1.3,,,
73,54,61,13,0.64,3.5,113.0,1.3,,,
73,54,61,13,0.64,3.5,112.0,1.3,,,
73,54,61,13,0.64,3.5,112.0,1.3,,,
73,54,61,13,0.64,3.5,112.0,1.3,,,
73,54,61,13,0.64,3.5,112.0,1.3,,,
72,54,61,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
72,53,60,13,0.64,3.5,112.0,1.3,,,
72,53,60,13,0.64,3.5,112.0,1.3,,,
72,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.64,3.5,112.0,1.3,,,
71,53,60,13,0.65,3.5,112.0,1.3,,,
72,53,60,13,0.65,3.5,112.0,1.3,,,
72,54,61,13,0.64,3.5,112.0,1.3,,,
73,54,61,13,0.64,3.5,113.0,1.3,,,
74,55,62,13,0.64,3.5,113.0,1.3,,,
74,54,62,13,0.64,3.5,113.0,1.3,,,
74,55,62,13,0.65,3.5,113.0,1.4,,,
74,55,62,13,0.65,3.5,112.0,1.4,,,
74,55,62,13,0.65,3.5,112.0,1.4,,,
74,55,62,13,0.65,3.5,112.0,1.4,,,
74,54,62,13,0.65,3.5,112.0,1.4,,,
75,55,63,13,0.65,3.5,112.0,1.4,,,
74,54,62,13,0.65,3.5,111.0,1.4,,,
74,54,62,13,0.65,3.5,111.0,1.4,,,
74,54,62,13,0.65,3.5,112.0,1.4,,,
74,54,62,13,0.65,3.5,111.0,1.4,,,
74,54,62,13,0.65,3.5,112.0,1.4,,,
72,54,61,13,0.66,3.5,111.0,1.4,,,
72,53,60,13,0.66,3.5,111.0,1.4,,,
72,54,61,13,0.66,3.5,111.0,1.4,,,
72,54,61,13,0.66,3.5,111.0,1.4,,,
73,54,61,13,0.66,3.5,112.0,1.4,,,
73,54,62,13,0.66,3.5,111.0,1.4,,,
73,54,62,13,0.66,3.5,111.0,1.4,,,
73,54,62,13,0.66,3.5,111.0,1.4,,,
75,55,63,13,0.66,3.5,112.0,1.4,,,
75,55,63,13,0.66,3.5,111.0,1.4,,,
75,55,63,13,0.66,3.5,111.0,1.4,,,
75,55,63,13,0.66,3.5,111.0,1.4,,,
75,55,63,13,0.66,3.5,111.0,1.4,,,
74,55,62,13,0.66,3.5,111.0,1.4,,,
74,55,62,13,0.67,3.5,111.0,1.5,,,
74,55,62,13,0.68,3.5,110.0,1.5,,,
74,54,62,13,0.68,3.5,110.0,1.5,,,
74,54,62,13,0.68,3.5,110.0,1.5,,,
74,55,62,13,0.68,3.5,110.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
76,55,63,13,0.68,3.5,111.0,1.5,,,
76,56,64,13,0.68,3.5,112.0,1.5,,,
75,55,63,13,0.68,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,112.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
76,55,63,13,0.67,3.5,111.0,1.5,,,
76,56,64,13,0.67,3.5,111.0,1.5,,,
76,56,64,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
76,55,63,13,0.67,3.5,111.0,1.5,,,
76,55,63,13,0.67,3.5,111.0,1.5,,,
76,56,64,13,0.67,3.5,110.0,1.5,,,
77,56,65,13,0.67,3.5,110.0,1.5,,,
76,56,64,13,0.67,3.5,111.0,1.5,,,
76,55,63,13,0.67,3.5,110.0,1.5,,,
75,55,63,13,0.67,3.5,110.0,1.5,,,
75,55,63,13,0.67,3.5,110.0,1.5,,,
75,55,63,13,0.67,3.5,110.0,1.5,,,
75,55,63,13,0.67,3.5,110.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
76,56,64,13,0.67,3.5,111.0,1.5,,,
76,55,63,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
74,55,63,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.66,3.5,111.0,1.5,,,
75,55,63,13,0.66,3.5,110.0,1.5,,,
76,55,63,13,0.66,3.5,110.0,1.5,,,
77,56,64,13,0.66,3.5,110.0,1.5,,,
77,56,65,13,0.66,3.5,110.0,1.5,,,
76,55,64,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
75,55,63,13,0.67,3.5,111.0,1.5,,,
71,53,60,13,0.67,3.5,111.0,1.4,,,
71,53,60,14,0.67,3.5,111.0,1.4,,,
71,53,60,14,0.67,3.5,111.0,1.4,,,
70,53,59,14,0.67,3.5,110.0,1.4,,,
70,53,59,14,0.67,3.4,110.0,1.4,,,
70,53,59,14,0.67,3.4,110.0,1.4,,,
71,53,60,14,0.67,3.4,110.0,1.4,,,
71,53,60,14,0.67,3.4,110.0,1.4,,,
71,53,60,14,0.67,3.4,111.0,1.4,,,
71,53,60,14,0.67,3.4,111.0,1.4,,,
71,53,60,14,0.67,3.4,111.0,1.4,,,
71,53,60,14,0.67,3.4,110.0,1.4,,,
71,53,60,14,0.67,3.4,110.0,1.4,,,
72,53,60,14,0.67,3.4,110.0,1.4,,,
72,54,61,14,0.67,3.4,110.0,1.4,,,
72,53,60,14,0.67,3.4,110.0,1.4,,,
72,53,60,14,0.67,3.4,110.0,1.4,,,
72,53,60,14,0.67,3.4,110.0,1.4,,,
72,53,60,14,0.67,3.4,109.0,1.4,,,
72,53,60,14,0.67,3.4,109.0,1.4,,,
71,53,60,14,0.67,3.4,109.0,1.4,,,
71,53,60,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
74,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
74,54,62,13,0.67,3.4,109.0,1.4,,,
74,55,62,13,0.67,3.4,109.0,1.4,,,
74,55,62,13,0.67,3.4,109.0,1.4,,,
74,55,62,13,0.67,3.4,109.0,1.4,,,
73,54,61,13,0.67,3.4,109.0,1.4,,,
74,54,62,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.68,3.4,109.0,1.4,,,
75,55,63,13,0.68,3.4,109.0,1.4,,,
74,55,62,13,0.68,3.4,109.0,1.4,,,
74,55,62,13,0.68,3.4,109.0,1.4,,,
74,55,62,13,0.68,3.4,109.0,1.4,,,
74,54,62,13,0.68,3.4,109.0,1.4,,,
74,54,62,13,0.68,3.4,109.0,1.4,,,
74,54,62,13,0.68,3.4,109.0,1.4,,,
73,54,61,13,0.68,3.4,109.0,1.4,,,
73,54,61,13,0.68,3.4,110.0,1.4,,,
73,54,61,13,0.68,3.4,110.0,1.4,,,
73,54,61,13,0.68,3.4,110.0,1.4,,,
74,55,62,13,0.68,3.4,110.0,1.4,,,
74,54,62,13,0.68,3.4,110.0,1.4,,,
74,54,62,13,0.68,3.4,110.0,1.4,,,
74,55,62,13,0.68,3.4,110.0,1.4,,,
75,55,63,13,0.67,3.4,110.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
74,55,62,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
75,55,63,13,0.67,3.4,109.0,1.4,,,
74,55,62,14,0.67,3.4,108.0,1.4,,,
75,55,63,14,0.67,3.4,109.0,1.4,,,
76,55,63,14,0.67,3.4,108.0,1.4,,,
76,55,63,14,0.67,3.4,108.0,1.4,,,
76,56,64,13,0.67,3.4,108.0,1.4,,,
76,55,63,13,0.67,3.4,108.0,1.4,,,
75,55,63,13,0.68,3.4,108.0,1.4,,,
75,55,63,13,0.68,3.4,107.0,1.4,,,
76,55,63,13,0.68,3.4,108.0,1.4,,,
76,56,64,13,0.68,3.4,108.0,1.4,,,
76,56,64,13,0.68,3.4,109.0,1.4,,,
76,56,64,13,0.68,3.4,109.0,1.4,,,
77,56,64,13,0.68,3.4,109.0,1.4,,,
77,56,64,13,0.68,3.4,109.0,1.4,,,
77,56,64,13,0.67,3.4,110.0,1.4,,,
77,56,64,13,0.67,3.4,110.0,1.4,,,
77,56,64,13,0.67,3.4,110.0,1.4,,,
78,56,65,13,0.67,3.4,110.0,1.4,,,
78,56,65,13,0.67,3.4,110.0,1.4,,,
78,56,65,13,0.66,3.4,110.0,1.4,,,
78,56,65,13,0.66,3.3,110.0,1.4,,,
78,56,65,13,0.66,3.3,110.0,1.4,,,
77,56,65,13,0.66,3.3,109.0,1.4,,,
77,56,65,13,0.66,3.3,109.0,1.4,,,
76,56,64,13,0.66,3.3,109.0,1.4,,,
75,55,63,13,0.66,3.3,109.0,1.4,,,
74,55,62,13,0.66,3.3,109.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
71,53,60,13,0.66,3.3,109.0,1.4,,,
70,53,59,13,0.66,3.3,109.0,1.4,,,
70,53,59,13,0.66,3.3,109.0,1.4,,,
71,53,60,14,0.66,3.3,109.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
71,53,60,14,0.66,3.3,108.0,1.4,,,
72,53,60,14,0.66,3.3,108.0,1.4,,,
72,53,60,13,0.66,3.3,108.0,1.4,,,
72,53,60,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
74,55,62,13,0.66,3.3,108.0,1.4,,,
74,55,62,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,109.0,1.4,,,
73,54,61,13,0.66,3.3,110.0,1.4,,,
74,54,62,13,0.66,3.3,110.0,1.4,,,
74,55,62,13,0.66,3.3,110.0,1.4,,,
73,54,61,13,0.66,3.3,109.0,1.4,,,
72,54,61,13,0.66,3.3,110.0,1.4,,,
73,54,61,13,0.66,3.2,109.0,1.4,,,
73,54,61,13,0.66,3.2,109.0,1.4,,,
73,54,61,13,0.66,3.2,108.0,1.4,,,
73,54,61,13,0.66,3.2,108.0,1.4,,,
73,54,61,13,0.66,3.2,108.0,1.4,,,
73,54,61,13,0.66,3.2,108.0,1.4,,,
73,54,61,13,0.66,3.2,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
72,54,61,13,0.66,3.3,108.0,1.4,,,
74,54,62,13,0.66,3.3,108.0,1.4,,,
74,54,62,13,0.66,3.3,108.0,1.4,,,
74,54,62,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
73,54,61,13,0.66,3.3,108.0,1.4,,,
74,55,62,13,0.66,3.3,108.0,1.4,,,
74,55,62,13,0.66,3.3,108.0,1.3,,,
75,55,63,13,0.66,3.3,107.0,1.3,,,
75,55,63,13,0.66,3.3,108.0,1.3,,,
75,55,63,13,0.66,3.3,108.0,1.3,,,
75,55,63,13,0.66,3.3,107.0,1.3,,,
74,55,62,13,0.66,3.3,107.0,1.3,,,
75,55,63,13,0.66,3.3,107.0,1.3,,,
76,55,63,13,0.66,3.3,109.0,1.3,,,
76,55,63,13,0.66,3.3,109.0,1.3,,,
76,56,64,13,0.66,3.3,109.0,1.3,,,
76,56,64,13,0.66,3.3,109.0,1.3,,,
75,55,63,13,0.66,3.3,109.0,1.3,,,
75,55,63,13,0.65,3.3,109.0,1.3,,,
75,55,63,13,0.65,3.3,109.0,1.3,,,
76,55,63,13,0.65,3.2,109.0,1.3,,,
76,56,64,13,0.65,3.2,109.0,1.3,,,
77,56,64,13,0.64,3.2,109.0,1.3,,,
77,56,64,13,0.64,3.2,109.0,1.3,,,
77,56,64,13,0.64,3.2,109.0,1.3,,,
76,56,64,13,0.64,3.2,108.0,1.3,,,
75,55,63,13,0.64,3.2,108.0,1.3,,,
75,55,63,13,0.64,3.2,108.0,1.3,,,
75,55,63,13,0.64,3.2,107.0,1.3,,,
75,55,63,13,0.64,3.2,107.0,1.3,,,
76,55,63,13,0.64,3.2,107.0,1.3,,,
76,55,63,13,0.64,3.2,107.0,1.3,,,
75,55,63,13,0.64,3.2,107.0,1.3,,,
75,55,63,13,0.65,3.2,107.0,1.3,,,
75,55,63,13,0.65,3.2,107.0,1.3,,,
75,55,63,13,0.65,3.2,107.0,1.3,,,
75,55,63,13,0.65,3.2,107.0,1.3,,,
76,55,63,13,0.65,3.2,107.0,1.3,,,
76,55,63,13,0.65,3.2,107.0,1.3,,,
76,55,63,13,0.65,3.2,107.0,1.3,,,
76,55,63,13,0.65,3.2,106.0,1.3,,,
76,55,63,13,0.65,3.2,107.0,1.3,,,
76,55,63,13,0.65,3.3,106.0,1.3,,,
75,55,63,13,0.65,3.3,106.0,1.3,,,
76,55,63,13,0.65,3.3,106.0,1.3,,,
76,55,63,13,0.65,3.3,106.0,1.3,,,
76,56,64,13,0.65,3.3,106.0,1.4,,,
77,56,64,13,0.65,3.3,106.0,1.4,,,
77,56,64,13,0.65,3.3,106.0,1.4,,,
77,56,64,13,0.65,3.3,106.0,1.4,,,
77,56,64,13,0.65,3.3,107.0,1.4,,,
77,56,64,13,0.65,3.2,107.0,1.4,,,
75,55,63,13,0.65,3.2,107.0,1.4,,,
76,55,63,13,0.65,3.2,107.0,1.4,,,
76,56,64,13,0.65,3.2,108.0,1.4,,,
76,56,64,13,0.65,3.2,108.0,1.3,,,
76,55,63,13,0.65,3.2,108.0,1.3,,,
77,56,64,13,0.65,3.2,108.0,1.3,,,
77,56,64,13,0.65,3.2,108.0,1.3,,,
77,56,64,13,0.65,3.2,108.0,1.3,,,
77,56,64,13,0.65,3.2,108.0,1.3,,,
77,56,64,13,0.65,3.2,107.0,1.3,,,
77,56,65,13,0.65,3.2,107.0,1.3,,,
77,56,65,13,0.65,3.2,107.0,1.3,,,
77,56,65,13,0.65,3.2,107.0,1.3,,,
79,57,66,13,0.65,3.2,107.0,1.3,,,
80,57,67,13,0.65,3.2,106.0,1.3,,,
79,57,67,13,0.65,3.2,106.0,1.3,,,
80,57,67,13,0.65,3.2,106.0,1.3,,,
80,58,68,13,0.65,3.2,106.0,1.3,,,
80,57,67,13,0.65,3.2,106.0,1.3,,,
80,58,68,13,0.65,3.2,106.0,1.3,,,
82,58,69,13,0.65,3.2,106.0,1.3,,,
82,59,69,13,0.65,3.2,106.0,1.3,,,
83,59,70,13,0.65,3.2,106.0,1.3,,,
83,59,70,13,0.65,3.2,106.0,1.3,,,
83,59,70,13,0.65,3.2,106.0,1.3,,,
81,58,68,13,0.66,3.2,106.0,1.3,,,
83,59,70,13,0.66,3.2,106.0,1.3,,,
86,61,72,13,0.66,3.2,106.0,1.3,,,
87,61,73,13,0.66,3.2,106.0,1.3,,,
87,61,73,13,0.66,3.2,106.0,1.3,,,
86,61,72,13,0.66,3.2,106.0,1.3,,,
86,60,72,14,0.66,3.2,106.0,1.3,,,
86,60,72,14,0.66,3.2,106.0,1.3,,,
86,60,72,14,0.66,3.2,106.0,1.3,,,
85,60,71,14,0.66,3.2,106.0,1.3,,,
85,60,71,14,0.66,3.2,107.0,1.3,,,
85,60,71,14,0.66,3.2,107.0,1.3,,,
84,60,71,14,0.66,3.2,106.0,1.3,,,
83,59,70,14,0.66,3.2,106.0,1.3,,,
84,60,71,14,0.66,3.2,106.0,1.3,,,
84,59,70,14,0.66,3.2,105.0,1.3,,,
84,59,70,14,0.66,3.2,105.0,1.3,,,
83,59,70,14,0.66,3.2,105.0,1.3,,,
84,60,71,14,0.66,3.2,105.0,1.3,,,
83,59,70,14,0.66,3.2,105.0,1.3,,,
84,59,71,13,0.66,3.2,105.0,1.3,,,
83,59,70,13,0.66,3.2,106.0,1.3,,,
83,59,70,13,0.66,3.2,106.0,1.3,,,
83,59,70,13,0.66,3.2,107.0,1.3,,,
83,59,70,13,0.66,3.2,107.0,1.3,,,
83,59,70,13,0.66,3.2,107.0,1.3,,,
82,59,70,13,0.66,3.2,107.0,1.3,,,
82,59,70,13,0.66,3.2,107.0,1.3,,,
83,59,70,13,0.66,3.1,106.0,1.3,,,
83,59,70,13,0.65,3.1,106.0,1.3,,,
83,59,70,13,0.66,3.1,107.0,1.3,,,
82,59,70,13,0.65,3.1,107.0,1.3,,,
82,59,70,13,0.65,3.1,109.0,1.3,,,
82,59,70,13,0.65,3.1,111.0,1.3,,,
82,59,70,13,0.65,3.1,114.0,1.3,,,
82,59,70,13,0.65,3.1,116.0,1.3,,,
83,59,70,13,0.64,3.1,117.0,1.3,,,
83,59,70,13,0.63,3.0,119.0,1.3,,,
83,59,70,13,0.63,3.0,119.0,1.2,,,
83,59,70,13,0.61,3.0,119.0,1.2,,,
83,59,70,13,0.6,3.0,118.0,1.2,,,
83,59,70,13,0.59,2.9,117.0,1.2,,,
83,59,70,13,0.58,2.9,115.0,1.1,,,
83,59,70,13,0.57,2.9,114.0,1.1,,,
84,59,71,13,0.57,2.9,114.0,1.1,,,
84,60,71,13,0.56,2.9,114.0,1.1,,,
85,60,71,13,0.56,2.9,114.0,1.1,,,
84,60,71,13,0.55,2.8,114.0,1.1,,,
84,60,71,13,0.55,2.8,115.0,1.0,,,
85,60,72,13,0.55,2.8,116.0,1.0,,,
85,60,71,13,0.54,2.8,117.0,1.0,,,
83,59,70,13,0.54,2.8,117.0,1.0,,,
83,59,70,13,0.54,2.8,117.0,1.0,,,
84,60,71,13,0.54,2.8,117.0,1.0,,,
84,59,71,13,0.54,2.8,117.0,1.0,,,
85,60,72,13,0.54,2.8,117.0,0.99,,,
85,60,72,13,0.54,2.8,117.0,0.98,,,
84,59,70,13,0.54,2.8,117.0,0.96,,,
85,60,71,13,0.54,2.8,116.0,0.94,,,
83,59,70,13,0.53,2.7,116.0,0.93,,,
83,59,70,13,0.53,2.7,116.0,0.92,,,
83,59,70,13,0.53,2.7,116.0,0.91,,,
82,59,69,13,0.53,2.7,116.0,0.9,,,
82,59,69,13,0.53,2.7,114.0,0.9,,,
82,59,69,13,0.54,2.7,114.0,0.89,,,
81,58,68,13,0.54,2.7,113.0,0.89,,,
81,58,68,13,0.54,2.7,114.0,0.89,,,
82,58,69,13,0.54,2.7,113.0,0.89,,,
81,58,68,13,0.54,2.7,113.0,0.89,,,
82,58,70,13,0.54,2.7,113.0,0.89,,,
83,59,70,13,0.54,2.7,113.0,0.89,,,
84,59,70,13,0.54,2.7,113.0,0.89,,,
84,59,70,13,0.54,2.7,113.0,0.88,,,
84,59,70,13,0.54,2.7,114.0,0.88,,,
84,60,71,13,0.54,2.7,115.0,0.88,,,
86,60,72,13,0.54,2.7,115.0,0.87,,,
85,60,72,13,0.54,2.7,116.0,0.87,,,
85,60,72,13,0.54,2.7,116.0,0.86,,,
83,59,70,13,0.53,2.7,116.0,0.85,,,
82,59,70,13,0.53,2.6,116.0,0.84,,,
82,58,69,13,0.52,2.6,116.0,0.83,,,
83,60,71,13,0.52,2.6,116.0,0.82,,,
83,59,70,13,0.52,2.6,115.0,0.81,,,
83,59,70,13,0.52,2.5,115.0,0.8,,,
83,59,70,13,0.52,2.5,114.0,0.8,,,
83,59,70,13,0.52,2.5,114.0,0.8,,,
83,59,70,13,0.52,2.5,113.0,0.8,,,
83,59,70,13,0.52,2.5,113.0,0.8,,,
83,59,70,13,0.52,2.5,113.0,0.8,,,
83,59,70,13,0.52,2.5,113.0,0.79,,,
83,59,70,13,0.52,2.5,113.0,0.79,,,
83,59,70,13,0.52,2.5,113.0,0.79,,,
83,59,70,13,0.52,2.5,113.0,0.79,,,
85,60,71,13,0.52,2.5,113.0,0.79,,,
85,60,72,13,0.52,2.5,113.0,0.79,,,
85,60,71,13,0.52,2.5,113.0,0.79,,,
85,60,71,13,0.52,2.5,113.0,0.79,,,
85,60,71,13,0.52,2.4,113.0,0.79,,,
85,60,71,13,0.52,2.4,113.0,0.79,,,
85,60,71,13,0.52,2.4,113.0,0.79,,,
85,60,71,13,0.52,2.4,112.0,0.78,,,
84,60,71,13,0.52,2.4,111.0,0.78,,,
85,60,71,13,0.52,2.4,111.0,0.78,,,
85,60,71,13,0.52,2.4,110.0,0.78,,,
86,60,72,13,0.52,2.4,110.0,0.78,,,
86,60,72,13,0.52,2.4,109.0,0.78,,,
86,61,72,13,0.53,2.4,109.0,0.79,,,
87,61,73,13,0.53,2.4,108.0,0.79,,,
84,60,71,13,0.53,2.4,107.0,0.79,,,
84,59,70,13,0.53,2.4,107.0,0.79,,,
83,59,70,13,0.53,2.5,106.0,0.8,,,
81,58,68,13,0.54,2.5,105.0,0.8,,,
81,58,68,13,0.54,2.5,105.0,0.8,,,
81,58,68,13,0.54,2.5,105.0,0.81,,,
81,58,68,13,0.55,2.5,105.0,0.82,,,
80,58,68,14,0.55,2.5,105.0,0.82,,,
80,58,68,14,0.55,2.5,107.0,0.82,,,
80,58,68,14,0.56,2.5,107.0,0.82,,,
81,58,69,14,0.56,2.5,107.0,0.82,,,
82,58,69,14,0.56,2.6,108.0,0.82,,,
82,59,69,14,0.56,2.6,109.0,0.82,,,
84,59,71,14,0.56,2.6,110.0,0.82,,,
84,59,71,14,0.56,2.6,111.0,0.82,,,
83,59,70,14,0.56,2.6,111.0,0.82,,,
84,59,71,14,0.56,2.5,111.0,0.82,,,
84,59,71,14,0.55,2.5,111.0,0.81,,,
83,59,70,14,0.55,2.5,110.0,0.81,,,
83,59,70,14,0.55,2.5,110.0,0.8,,,
83,59,70,14,0.55,2.5,110.0,0.79,,,
82,59,69,14,0.55,2.5,110.0,0.79,,,
84,59,70,14,0.55,2.5,109.0,0.78,,,
84,59,70,14,0.55,2.5,109.0,0.78,,,
83,59,70,14,0.55,2.5,108.0,0.78,,,
83,59,70,14,0.55,2.5,107.0,0.78,,,
83,59,70,14,0.55,2.5,107.0,0.78,,,
84,60,71,14,0.55,2.5,107.0,0.78,,,
85,60,72,14,0.55,2.5,107.0,0.78,,,
87,61,73,14,0.55,2.5,107.0,0.78,,,
86,61,73,14,0.56,2.5,107.0,0.78,,,
88,61,74,14,0.56,2.5,107.0,0.79,,,
88,63,74,13,0.56,2.5,106.0,0.79,,,
93,64,77,13,0.56,2.5,106.0,0.8,,,
93,64,77,13,0.57,2.5,107.0,0.8,,,
93,64,77,13,0.57,2.5,107.0,0.8,,,
93,64,77,13,0.57,2.5,108.0,0.8,,,
93,64,77,13,0.57,2.5,108.0,0.8,,,
93,64,77,13,0.57,2.5,108.0,0.8,,,
92,64,77,13,0.57,2.5,108.0,0.8,,,
92,63,76,13,0.56,2.5,107.0,0.81,,,
92,63,76,14,0.56,2.5,107.0,0.81,,,
90,63,76,14,0.56,2.5,106.0,0.81,,,
89,62,74,14,0.56,2.5,105.0,0.81,,,
88,62,74,14,0.56,2.5,104.0,0.81,,,
87,61,73,14,0.57,2.5,104.0,0.81,,,
